Rk,Team,Date,Carries,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
769,Bournemouth,2025-04-02,392,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,63,1,0,0,0,392,2301,1335,30,13,5,17,5,450,54,Match Report
770,Liverpool,2025-02-26,392,,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,61,2,0,0,0,392,1846,979,17,12,9,20,6,549,46,Match Report
771,Lille,2025-02-01,392,,Saint-Étienne,fr Ligue 1,W 4-1,4,1,+3,67,3,1,1,0,392,2078,1085,29,12,7,20,11,575,58,Match Report
772,Brest,2025-03-16,392,,Reims,fr Ligue 1,D 0-0,0,0,0,71,0,0,0,0,392,2718,1480,17,17,2,18,4,585,55,Match Report
773,Brest,2024-11-22,392,@,Monaco,fr Ligue 1,L 2-3,2,3,-1,49,2,0,0,0,392,2060,900,25,24,7,25,10,376,40,Match Report
774,Las Palmas,2024-09-30,391,@,Villarreal,es La Liga,L 1-3,1,3,-2,57,1,0,0,0,391,1471,790,16,12,3,11,10,581,47,Match Report
775,Hoffenheim,2025-02-02,391,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,52,1,0,0,0,391,2000,1021,12,13,1,8,8,475,36,Match Report
776,Manchester Utd,2024-12-04,391,@,Arsenal,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,391,1867,849,17,13,1,11,9,423,17,Match Report
777,Monza,2025-02-01,391,,Hellas Verona,it Serie A,L 0-1,0,1,-1,66,0,0,0,0,391,2110,996,20,11,3,11,19,465,55,Match Report
778,Como,2025-02-16,391,@,Fiorentina,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,391,2053,829,13,8,7,17,10,371,24,Match Report
779,Southampton,2025-01-25,391,,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,53,1,0,0,0,391,1993,916,15,15,4,8,11,420,33,Match Report
780,Genoa,2025-01-12,391,,Parma,it Serie A,W 1-0,1,0,+1,61,1,0,0,0,391,1991,958,14,13,5,18,18,493,43,Match Report
781,Liverpool,2025-04-06,391,@,Fulham,eng Premier League,L 2-3,2,3,-1,63,2,0,0,0,391,2015,1026,27,15,6,20,12,497,46,Match Report
782,Manchester City,2025-01-04,391,,West Ham,eng Premier League,W 4-1,4,1,+3,56,3,0,0,0,391,2357,1163,21,19,5,17,10,500,40,Match Report
783,Cagliari,2024-11-29,391,,Hellas Verona,it Serie A,W 1-0,1,0,+1,63,1,0,0,0,391,1883,893,19,9,9,23,18,447,44,Match Report
784,Atlético Madrid,2024-10-27,391,@,Betis,es La Liga,L 0-1,0,1,-1,58,0,0,0,0,391,1720,710,8,7,3,14,10,446,48,Match Report
785,Valencia,2024-12-07,391,,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,391,2196,1207,23,15,3,10,11,414,50,Match Report
786,Paris S-G,2025-01-12,391,,Saint-Étienne,fr Ligue 1,W 2-1,2,1,+1,59,1,1,1,0,391,2323,1318,36,21,21,10,6,561,55,Match Report
787,Udinese,2025-01-04,390,@,Hellas Verona,it Serie A,D 0-0,0,0,0,63,0,0,0,0,390,2216,1155,24,12,2,23,13,421,47,Match Report
788,Manchester Utd,2024-12-22,390,,Bournemouth,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,390,1750,794,13,10,4,17,10,422,31,Match Report
789,Espanyol,2024-09-26,390,,Villarreal,es La Liga,L 1-2,1,2,-1,56,1,0,0,0,390,1921,1000,14,14,5,11,8,457,47,Match Report
790,Strasbourg,2024-10-19,390,@,Paris S-G,fr Ligue 1,L 2-4,2,4,-2,45,2,0,0,0,390,1794,722,20,12,10,15,11,396,42,Match Report
791,Chelsea,2024-12-08,390,@,Tottenham,eng Premier League,W 4-3,4,3,+1,61,2,2,2,0,390,1966,857,26,16,13,13,8,470,45,Match Report
792,Lyon,2024-12-01,390,,Nice,fr Ligue 1,W 4-1,4,1,+3,53,3,1,1,0,390,1919,973,22,16,6,12,3,399,41,Match Report
793,Inter,2024-09-22,390,,Milan,it Serie A,L 1-2,1,2,-1,57,1,0,0,0,390,1773,1020,14,12,1,5,7,479,47,Match Report
794,Atlético Madrid,2024-12-15,390,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,390,1910,1004,14,11,2,16,9,439,42,Match Report
795,Arsenal,2024-10-05,389,,Southampton,eng Premier League,W 3-1,3,1,+2,59,3,0,0,0,389,2074,1175,29,15,17,7,10,504,54,Match Report
796,Barcelona,2024-08-24,389,,Athletic Club,es La Liga,W 2-1,2,1,+1,64,2,0,0,0,389,2192,1184,19,11,2,13,3,526,53,Match Report
797,Crystal Palace,2025-01-18,389,@,West Ham,eng Premier League,W 2-0,2,0,+2,47,1,1,1,0,389,1810,747,14,7,5,10,7,404,42,Match Report
798,Lazio,2025-01-05,389,@,Roma,it Serie A,L 0-2,0,2,-2,67,0,0,0,0,389,2418,1287,31,27,8,11,7,525,53,Match Report
799,Reims,2025-01-11,389,,Nice,fr Ligue 1,L 2-4,2,4,-2,54,2,0,0,0,389,1698,909,17,11,4,20,13,488,47,Match Report
800,Espanyol,2024-09-29,389,@,Betis,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,389,2058,816,11,6,4,13,4,360,24,Match Report
801,Lyon,2025-03-02,389,,Brest,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,389,2447,1441,22,14,5,19,12,569,61,Match Report
802,Nott'ham Forest,2024-12-14,389,,Aston Villa,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,389,2137,1073,21,14,7,19,6,439,38,Match Report
803,Real Madrid,2025-02-15,388,@,Osasuna,es La Liga,D 1-1,1,1,0,55,1,0,0,0,388,2056,1032,24,17,12,15,3,440,40,Match Report
804,Werder Bremen,2025-03-01,388,,Wolfsburg,de Bundesliga,L 1-2,1,2,-1,56,1,0,0,0,388,1887,913,20,10,7,15,8,450,56,Match Report
805,Girona,2025-02-08,388,@,Athletic Club,es La Liga,L 0-3,0,3,-3,55,0,0,0,0,388,1968,906,10,12,3,21,8,472,26,Match Report
806,Freiburg,2025-03-30,388,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,72,1,0,0,0,388,2169,1242,18,15,3,7,11,542,54,Match Report
807,Newcastle Utd,2024-08-25,388,@,Bournemouth,eng Premier League,D 1-1,1,1,0,61,1,0,0,0,388,1986,844,19,14,8,17,14,422,45,Match Report
808,Manchester City,2024-12-29,388,@,Leicester City,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,388,2211,1172,12,14,3,12,7,479,40,Match Report
809,Strasbourg,2024-12-15,388,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,44,3,0,0,0,388,1675,890,11,5,4,11,5,418,40,Match Report
810,Roma,2024-12-02,388,,Atalanta,it Serie A,L 0-2,0,2,-2,48,0,0,0,0,388,1492,629,10,6,2,16,5,387,21,Match Report
811,Chelsea,2024-12-01,388,,Aston Villa,eng Premier League,W 3-0,3,0,+3,64,3,0,0,0,388,1753,1086,24,17,8,4,9,576,40,Match Report
812,Inter,2025-01-26,388,@,Lecce,it Serie A,W 4-0,4,0,+4,51,3,1,1,0,388,1859,868,15,14,3,14,12,428,31,Match Report
813,Torino,2024-12-29,387,@,Udinese,it Serie A,D 2-2,2,2,0,56,2,0,0,0,387,1996,944,21,8,4,10,4,411,37,Match Report
814,Barcelona,2025-02-09,387,@,Sevilla,es La Liga,W 4-1,4,1,+3,60,4,0,0,0,387,2130,1132,20,7,2,13,7,457,45,Match Report
815,Holstein Kiel,2025-03-08,387,,Stuttgart,de Bundesliga,D 2-2,2,2,0,52,2,0,0,0,387,1904,1051,15,20,1,13,5,425,46,Match Report
816,Gladbach,2025-02-15,387,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,48,2,0,0,0,387,2162,1091,19,8,3,12,6,406,36,Match Report
817,Werder Bremen,2024-11-23,387,@,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,50,0,0,0,0,387,1794,844,16,7,8,8,7,392,42,Match Report
818,Mainz 05,2024-11-09,387,,Dortmund,de Bundesliga,W 3-1,3,1,+2,53,3,0,0,0,387,1922,911,22,16,5,14,7,429,54,Match Report
819,Dortmund,2024-12-07,387,@,Gladbach,de Bundesliga,D 1-1,1,1,0,60,1,0,0,0,387,2165,1202,23,13,7,16,5,482,51,Match Report
820,Ipswich Town,2025-02-26,387,@,Manchester Utd,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,387,2170,1117,23,15,4,9,9,402,42,Match Report
821,Lille,2024-09-01,387,,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,42,1,0,0,0,387,2048,926,26,26,10,12,13,373,34,Match Report
822,Atlético Madrid,2025-03-09,387,@,Getafe,es La Liga,L 1-2,1,2,-1,61,0,1,1,0,387,1869,1017,13,6,1,19,6,456,36,Match Report
823,Celta Vigo,2025-03-08,387,,Leganés,es La Liga,W 2-1,2,1,+1,56,2,0,0,0,387,1948,1086,16,12,5,10,5,527,41,Match Report
824,Lens,2024-08-18,387,@,Angers,fr Ligue 1,W 1-0,1,0,+1,58,1,0,0,0,387,1803,893,14,15,1,21,12,433,36,Match Report
825,Las Palmas,2024-10-05,386,,Celta Vigo,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,386,2282,1236,29,20,11,11,6,474,49,Match Report
826,Arsenal,2025-01-18,386,,Aston Villa,eng Premier League,D 2-2,2,2,0,66,2,0,0,0,386,1984,981,18,9,3,15,7,442,64,Match Report
827,Como,2024-11-30,386,,Monza,it Serie A,D 1-1,1,1,0,55,1,0,0,0,386,1887,780,9,9,1,17,8,399,31,Match Report
828,Crystal Palace,2024-08-24,386,,West Ham,eng Premier League,L 0-2,0,2,-2,58,0,0,0,0,386,1846,924,16,11,7,16,9,473,48,Match Report
829,West Ham,2025-02-27,386,,Leicester City,eng Premier League,W 2-0,2,0,+2,58,1,0,0,0,386,1608,840,11,12,0,14,9,598,49,Match Report
830,Girona,2024-10-26,386,@,Las Palmas,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,386,2738,1427,24,11,3,10,6,427,31,Match Report
831,Milan,2024-11-09,386,@,Cagliari,it Serie A,D 3-3,3,3,0,55,3,0,0,0,386,1944,1166,19,14,6,13,5,470,35,Match Report
832,Celta Vigo,2024-08-16,386,,Alavés,es La Liga,W 2-1,2,1,+1,63,2,0,0,0,386,2153,1229,15,18,5,18,8,495,56,Match Report
833,Bayern Munich,2024-08-25,385,@,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,70,2,0,0,0,385,1909,993,11,10,2,12,8,544,46,Match Report
834,Montpellier,2025-01-12,385,,Angers,fr Ligue 1,L 1-3,1,3,-2,58,0,1,1,0,385,2580,1456,25,18,3,13,7,432,44,Match Report
835,Como,2024-09-01,385,@,Udinese,it Serie A,L 0-1,0,1,-1,56,0,0,1,1,385,1927,928,25,20,7,13,18,443,49,Match Report
836,Mallorca,2025-03-15,385,,Espanyol,es La Liga,W 2-1,2,1,+1,62,1,1,2,1,385,2152,1008,20,20,3,13,6,404,41,Match Report
837,Toulouse,2024-09-22,385,@,Brest,fr Ligue 1,L 0-2,0,2,-2,57,0,0,1,1,385,1641,945,12,18,1,10,8,399,57,Match Report
838,Auxerre,2025-03-30,385,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,53,1,0,0,0,385,1823,918,23,9,9,14,5,420,41,Match Report
839,Werder Bremen,2025-01-25,385,@,Dortmund,de Bundesliga,D 2-2,2,2,0,54,2,0,0,0,385,1658,841,15,10,3,11,6,395,57,Match Report
840,Angers,2024-09-29,385,,Reims,fr Ligue 1,L 1-3,1,3,-2,53,1,0,0,0,385,1991,1146,19,16,5,15,13,442,45,Match Report
841,Manchester City,2025-02-02,385,@,Arsenal,eng Premier League,L 1-5,1,5,-4,54,1,0,0,0,385,2225,1122,19,17,2,9,12,434,38,Match Report
842,Manchester City,2024-08-18,385,@,Chelsea,eng Premier League,W 2-0,2,0,+2,52,2,0,0,0,385,2736,1620,41,31,13,8,12,496,32,Match Report
843,Leverkusen,2024-09-14,385,@,Hoffenheim,de Bundesliga,W 4-1,4,1,+3,60,3,1,1,0,385,2156,1159,25,16,10,15,11,596,54,Match Report
844,Chelsea,2024-12-04,385,@,Southampton,eng Premier League,W 5-1,5,1,+4,55,5,0,0,0,385,1605,987,23,14,12,6,6,503,48,Match Report
845,Brighton,2024-12-08,385,@,Leicester City,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,385,2136,1119,24,9,5,10,10,376,31,Match Report
846,Brest,2024-08-17,385,,Marseille,fr Ligue 1,L 1-5,1,5,-4,50,1,0,1,1,385,1914,934,20,15,6,13,5,440,33,Match Report
847,Lens,2024-11-09,385,,Nantes,fr Ligue 1,W 3-2,3,2,+1,67,2,1,1,0,385,2142,1275,21,16,4,15,13,586,63,Match Report
848,Atalanta,2025-03-16,384,,Inter,it Serie A,L 0-2,0,2,-2,49,0,0,0,0,384,2113,1095,30,17,11,19,4,385,40,Match Report
849,RB Leipzig,2025-03-01,384,,Mainz 05,de Bundesliga,L 1-2,1,2,-1,49,1,0,0,0,384,1370,599,11,11,3,12,16,431,41,Match Report
850,Chelsea,2025-04-06,384,@,Brentford,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,384,1739,911,19,10,9,11,12,423,51,Match Report
851,Milan,2024-11-02,384,@,Monza,it Serie A,W 1-0,1,0,+1,56,1,0,0,0,384,2401,1416,30,22,10,17,8,438,40,Match Report
852,Monaco,2024-12-14,384,@,Reims,fr Ligue 1,D 0-0,0,0,0,64,0,0,0,0,384,2062,1212,20,18,5,11,16,519,59,Match Report
853,Toulouse,2025-03-02,383,@,Angers,fr Ligue 1,W 4-0,4,0,+4,54,4,0,0,0,383,1858,935,17,19,5,13,7,376,42,Match Report
854,Crystal Palace,2024-09-28,383,@,Everton,eng Premier League,L 1-2,1,2,-1,59,1,0,0,0,383,1713,927,17,12,4,14,12,455,51,Match Report
855,Girona,2024-09-21,383,@,Valencia,es La Liga,L 0-2,0,2,-2,67,0,0,0,0,383,1852,1004,19,13,3,19,6,565,45,Match Report
856,Celta Vigo,2024-09-01,383,@,Osasuna,es La Liga,L 2-3,2,3,-1,50,1,0,0,0,383,1991,1044,18,19,8,15,9,402,38,Match Report
857,Udinese,2025-03-15,382,,Hellas Verona,it Serie A,L 0-1,0,1,-1,64,0,0,0,0,382,1887,945,14,15,0,22,12,464,38,Match Report
858,Como,2024-12-30,382,,Lecce,it Serie A,W 2-0,2,0,+2,56,2,0,1,1,382,2172,1180,23,13,9,22,11,447,45,Match Report
859,Como,2024-11-07,382,@,Genoa,it Serie A,D 1-1,1,1,0,58,1,0,0,0,382,1854,977,21,21,5,19,10,383,37,Match Report
860,Lazio,2025-02-15,382,,Napoli,it Serie A,D 2-2,2,2,0,53,2,0,0,0,382,2210,1128,24,22,5,10,8,423,29,Match Report
861,Reims,2024-12-08,382,@,Strasbourg,fr Ligue 1,D 0-0,0,0,0,52,0,0,0,0,382,1941,932,17,14,3,17,11,428,39,Match Report
862,Aston Villa,2025-02-19,382,,Liverpool,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,382,2054,1080,27,18,4,15,7,386,31,Match Report
863,Mainz 05,2025-01-31,382,@,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,62,0,0,0,0,382,1682,802,17,11,5,22,14,462,49,Match Report
864,Brighton,2024-09-14,382,,Ipswich Town,eng Premier League,D 0-0,0,0,0,68,0,0,0,0,382,2125,1265,28,16,11,13,10,509,58,Match Report
865,Inter,2024-12-23,382,,Como,it Serie A,W 2-0,2,0,+2,62,2,0,0,0,382,2314,1215,16,13,4,13,9,474,56,Match Report
866,Betis,2024-08-25,382,@,Alavés,es La Liga,D 0-0,0,0,0,62,0,0,0,0,382,1969,1044,15,14,3,18,10,470,40,Match Report
867,Monaco,2025-02-15,382,,Nantes,fr Ligue 1,W 7-1,7,1,+6,65,6,1,1,0,382,2310,1375,36,21,11,11,12,561,93,Match Report
868,Hoffenheim,2024-08-31,381,@,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,50,1,0,0,0,381,2139,1188,19,14,0,10,10,397,38,Match Report
869,Villarreal,2024-10-05,381,@,Real Madrid,es La Liga,L 0-2,0,2,-2,45,0,0,0,0,381,1837,964,18,21,1,11,7,485,40,Match Report
870,Athletic Club,2025-03-01,381,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,381,1999,1116,21,13,4,12,8,428,46,Match Report
871,Tottenham,2025-01-04,381,,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,381,2180,1042,23,19,3,4,11,394,46,Match Report
872,Reims,2025-01-04,381,@,Saint-Étienne,fr Ligue 1,L 1-3,1,3,-2,47,1,0,0,0,381,1889,908,19,18,4,27,8,401,53,Match Report
873,Mainz 05,2025-03-30,381,@,Dortmund,de Bundesliga,L 1-3,1,3,-2,56,1,0,0,0,381,1710,832,15,18,1,10,9,454,45,Match Report
874,Sevilla,2025-02-16,381,@,Valladolid,es La Liga,W 4-0,4,0,+4,48,4,0,0,0,381,2045,1084,21,15,2,17,2,455,34,Match Report
875,Roma,2024-09-01,381,@,Juventus,it Serie A,D 0-0,0,0,0,51,0,0,0,0,381,2256,1171,18,22,0,16,3,444,36,Match Report
876,Valencia,2025-02-15,381,@,Villarreal,es La Liga,D 1-1,1,1,0,50,1,0,0,0,381,1805,951,13,8,4,8,14,478,34,Match Report
877,Brest,2024-11-02,381,,Nice,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,381,2163,1174,21,24,1,16,10,529,42,Match Report
878,Nice,2024-08-18,380,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,55,1,0,0,0,380,2055,1284,22,12,4,15,9,445,55,Match Report
879,Barcelona,2024-10-26,380,@,Real Madrid,es La Liga,W 4-0,4,0,+4,57,4,0,0,0,380,1815,927,16,10,6,13,11,404,24,Match Report
880,Toulouse,2024-08-18,380,,Nantes,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,380,1705,884,18,8,6,15,11,429,53,Match Report
881,Fiorentina,2025-02-16,380,,Como,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,380,1666,760,9,8,1,16,16,373,23,Match Report
882,Lazio,2025-02-09,380,,Monza,it Serie A,W 5-1,5,1,+4,61,5,0,0,0,380,2457,1352,36,24,13,12,5,532,57,Match Report
883,Union Berlin,2025-01-15,380,,Augsburg,de Bundesliga,L 0-2,0,2,-2,55,0,0,0,0,380,1449,755,13,12,2,20,12,426,36,Match Report
884,Liverpool,2025-02-12,380,@,Everton,eng Premier League,D 2-2,2,2,0,63,2,0,0,0,380,1907,910,16,14,1,18,12,461,38,Match Report
885,Wolves,2025-02-16,380,@,Liverpool,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,380,1875,1080,19,12,3,13,3,404,37,Match Report
886,Rennes,2024-11-10,380,,Toulouse,fr Ligue 1,L 0-2,0,2,-2,67,0,0,0,0,380,2560,1206,27,17,3,16,15,539,53,Match Report
887,Torino,2024-11-03,379,,Fiorentina,it Serie A,L 0-1,0,1,-1,54,0,0,0,0,379,2519,1375,18,9,1,10,8,464,45,Match Report
888,Arsenal,2025-01-15,379,,Tottenham,eng Premier League,W 2-1,2,1,+1,53,1,0,0,0,379,1874,934,27,10,10,15,11,378,47,Match Report
889,Dortmund,2024-12-22,379,@,Wolfsburg,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,379,2024,1063,21,14,11,14,8,419,46,Match Report
890,Rennes,2025-03-15,379,@,Lens,fr Ligue 1,L 0-1,0,1,-1,54,0,0,0,0,379,1887,935,18,11,7,16,17,436,57,Match Report
891,Manchester City,2025-03-15,379,,Brighton,eng Premier League,D 2-2,2,2,0,60,1,1,1,0,379,2174,1134,24,17,8,8,13,438,36,Match Report
892,Inter,2024-12-16,379,@,Lazio,it Serie A,W 6-0,6,0,+6,48,5,1,1,0,379,1835,919,18,10,4,5,3,412,25,Match Report
893,Arsenal,2025-01-04,378,@,Brighton,eng Premier League,D 1-1,1,1,0,55,1,0,0,0,378,1836,878,24,7,8,17,5,468,38,Match Report
894,Monza,2025-04-05,378,,Como,it Serie A,L 1-3,1,3,-2,42,1,0,0,0,378,1752,808,17,7,6,16,6,384,20,Match Report
895,Union Berlin,2025-02-15,378,,Gladbach,de Bundesliga,L 1-2,1,2,-1,52,0,1,1,0,378,1873,938,16,12,6,11,8,427,53,Match Report
896,Rennes,2025-01-03,378,@,Nice,fr Ligue 1,L 2-3,2,3,-1,53,2,0,0,0,378,1805,810,12,18,2,17,14,420,36,Match Report
897,Strasbourg,2025-03-02,378,@,Auxerre,fr Ligue 1,W 1-0,1,0,+1,55,1,0,0,0,378,1849,1079,15,14,4,15,8,482,26,Match Report
898,Lille,2025-01-17,378,,Nice,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,378,1804,978,19,12,1,21,5,473,43,Match Report
899,Chelsea,2024-09-01,378,,Crystal Palace,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,378,2159,1202,23,7,2,22,6,548,50,Match Report
900,Manchester Utd,2025-01-19,377,,Brighton,eng Premier League,L 1-3,1,3,-2,51,0,1,1,0,377,1931,981,19,12,7,15,15,399,35,Match Report
901,Tottenham,2025-01-19,377,@,Everton,eng Premier League,L 2-3,2,3,-1,64,2,0,0,0,377,1925,995,16,8,9,13,12,553,53,Match Report
902,Tottenham,2024-09-01,377,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,65,0,0,0,0,377,2179,1176,29,26,11,14,4,445,48,Match Report
903,Auxerre,2025-03-02,377,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,45,0,0,0,0,377,1495,756,22,14,12,18,6,365,35,Match Report
904,West Ham,2025-01-26,377,@,Aston Villa,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,377,1686,733,16,11,6,18,10,398,34,Match Report
905,Lyon,2025-02-16,377,@,Montpellier,fr Ligue 1,W 4-1,4,1,+3,62,4,0,0,0,377,1422,841,13,8,3,22,8,522,41,Match Report
906,Arsenal,2024-12-21,376,@,Crystal Palace,eng Premier League,W 5-1,5,1,+4,58,5,0,0,0,376,1982,929,19,12,5,17,11,504,29,Match Report
907,Chelsea,2024-09-21,376,@,West Ham,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,376,1893,1077,24,8,14,9,11,409,22,Match Report
908,Juventus,2024-09-14,376,@,Empoli,it Serie A,D 0-0,0,0,0,65,0,0,0,0,376,2234,1066,17,13,4,17,8,616,42,Match Report
909,Betis,2024-09-13,376,,Leganés,es La Liga,W 2-0,2,0,+2,64,2,0,0,0,376,2148,1231,22,20,9,16,8,552,75,Match Report
910,Hellas Verona,2024-10-21,375,,Monza,it Serie A,L 0-3,0,3,-3,59,0,0,0,0,375,1820,857,19,19,4,20,6,418,47,Match Report
911,Monza,2025-02-16,375,,Lecce,it Serie A,D 0-0,0,0,0,56,0,0,0,0,375,1634,717,8,13,2,22,7,438,42,Match Report
912,Montpellier,2024-09-15,375,@,Rennes,fr Ligue 1,L 0-3,0,3,-3,49,0,0,0,0,375,2186,1089,21,14,4,18,8,401,34,Match Report
913,Mallorca,2024-09-14,375,,Villarreal,es La Liga,L 1-2,1,2,-1,53,0,0,0,0,375,1970,1059,20,20,0,11,4,379,42,Match Report
914,Strasbourg,2024-09-15,375,,Angers,fr Ligue 1,D 1-1,1,1,0,52,1,0,0,0,375,1598,760,17,11,6,21,9,419,26,Match Report
915,Napoli,2024-12-29,375,,Venezia,it Serie A,W 1-0,1,0,+1,66,1,0,1,1,375,1860,966,29,14,13,10,11,513,55,Match Report
916,Real Sociedad,2025-03-29,375,,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,375,1744,930,14,12,7,18,6,433,46,Match Report
917,Brest,2025-02-14,375,,Auxerre,fr Ligue 1,D 2-2,2,2,0,64,2,0,0,0,375,2107,1047,10,13,1,15,13,484,46,Match Report
918,Udinese,2025-02-16,374,,Empoli,it Serie A,W 3-0,3,0,+3,56,3,0,0,0,374,1673,608,13,7,6,14,12,404,32,Match Report
919,Marseille,2024-11-23,374,@,Lens,fr Ligue 1,W 3-1,3,1,+2,55,3,0,0,0,374,1493,495,4,9,3,22,9,423,29,Match Report
920,Aston Villa,2024-09-21,374,,Wolves,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,374,1842,1000,23,17,8,14,12,406,53,Match Report
921,Newcastle Utd,2024-12-30,374,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,48,2,0,0,0,374,1803,808,9,8,4,11,13,467,28,Match Report
922,Strasbourg,2024-08-25,374,,Rennes,fr Ligue 1,W 3-1,3,1,+2,59,2,0,0,0,374,1812,965,17,11,2,15,11,482,18,Match Report
923,Nantes,2024-10-27,374,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,374,1495,525,6,4,4,13,5,429,37,Match Report
924,Eint Frankfurt,2025-03-09,374,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,66,1,0,1,1,374,2239,1078,15,15,2,22,3,535,54,Match Report
925,Arsenal,2024-11-30,373,@,West Ham,eng Premier League,W 5-2,5,2,+3,60,3,2,2,0,373,2087,1066,26,18,11,10,14,421,49,Match Report
926,Angers,2024-12-01,373,@,Le Havre,fr Ligue 1,W 1-0,1,0,+1,45,1,0,0,0,373,2083,1104,16,6,2,15,15,365,33,Match Report
927,Mainz 05,2024-09-15,373,,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,373,1786,844,20,7,4,15,11,422,63,Match Report
928,RB Leipzig,2025-03-29,373,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,60,0,0,0,0,373,1590,864,16,11,1,22,10,475,55,Match Report
929,Leverkusen,2025-01-18,373,,Gladbach,de Bundesliga,W 3-1,3,1,+2,55,2,1,1,0,373,1747,971,18,10,4,7,7,553,55,Match Report
930,Leverkusen,2024-11-01,373,,Stuttgart,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,373,2044,1062,25,11,7,18,5,400,38,Match Report
931,Inter,2024-09-15,373,@,Monza,it Serie A,D 1-1,1,1,0,60,1,0,0,0,373,2470,1312,17,19,3,8,8,549,57,Match Report
932,Real Sociedad,2024-10-19,373,@,Girona,es La Liga,W 1-0,1,0,+1,53,1,0,0,0,373,2121,1110,28,14,6,7,5,465,26,Match Report
933,Betis,2024-12-22,373,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,55,0,1,1,0,373,1869,928,17,14,4,21,12,394,43,Match Report
934,Monaco,2024-10-18,373,,Lille,fr Ligue 1,D 0-0,0,0,0,52,0,0,0,0,373,1669,853,16,14,9,15,8,408,43,Match Report
935,Udinese,2025-03-10,372,@,Lazio,it Serie A,D 1-1,1,1,0,51,1,0,0,0,372,1905,1095,12,15,2,12,3,407,21,Match Report
936,Arsenal,2025-02-26,372,@,Nott'ham Forest,eng Premier League,D 0-0,0,0,0,64,0,0,0,0,372,2128,1214,24,16,5,18,7,446,59,Match Report
937,Arsenal,2024-11-02,372,@,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,63,0,0,0,0,372,2036,1022,15,17,5,13,13,460,55,Match Report
938,Wolfsburg,2024-12-22,372,,Dortmund,de Bundesliga,L 1-3,1,3,-2,50,1,0,0,0,372,1734,922,18,21,7,11,2,381,61,Match Report
939,Wolves,2025-01-06,372,,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,372,2438,1557,33,18,6,13,9,484,67,Match Report
